1484011020.3365822,25.0,38.0,24.55
1484011022.6191356,25.0,38.0,24.55
1484011024.9016318,25.0,38.0,24.55
1484011027.164908,25.0,38.0,24.55
1484011029.447369,25.0,38.0,24.55
1484011031.717857,25.0,38.0,24.55
1484011034.003107,25.0,38.0,24.55
1484011036.267635,25.0,38.0,24.55
1484011038.554078,25.0,38.0,24.55
1484011040.8249135,25.0,38.0,24.55
1484011043.0917668,25.0,38.0,24.55
1484011045.3690188,25.0,38.0,24.55
1484011047.6524844,25.0,38.0,24.55
1484011049.9226637,26.0,38.0,25.65
1484011052.2059178,26.0,38.0,25.65
1484011054.4851336,27.0,37.0,26.72
1484011056.7539113,27.0,37.0,26.72
1484011059.0255063,27.0,37.0,26.72
1484011061.2953794,26.0,38.0,25.65
1484011063.574415,26.0,38.0,25.65
1484011065.858148,26.0,38.0,25.65
1484011068.1256948,26.0,38.0,25.65
1484011070.4095423,26.0,38.0,25.65
1484011072.688241,26.0,38.0,25.65
1484011074.9547403,26.0,38.0,25.65
1484011077.2246127,26.0,38.0,25.65
1484011079.5074258,26.0,38.0,25.65
1484011081.788305,26.0,38.0,25.65
1484011084.0527546,26.0,38.0,25.65
1484011086.3389094,26.0,38.0,25.65
1484011088.6069856,26.0,38.0,25.65
1484011090.8894913,26.0,38.0,25.65
1484011093.153564,26.0,38.0,25.65
1484011095.4400456,26.0,38.0,25.65
1484011097.7109005,26.0,38.0,25.65
1484011099.9785366,26.0,38.0,25.65
1484011102.2618396,26.0,38.0,25.65
1484011104.5326614,26.0,38.0,25.65
1484011106.803228,26.0,38.0,25.65
1484011109.0836568,26.0,37.0,25.62
1484011111.3544848,26.0,38.0,25.65
1484011113.639893,26.0,38.0,25.65
1484011115.9064088,26.0,38.0,25.65
1484011118.185281,26.0,38.0,25.65
1484011120.468269,26.0,38.0,25.65
1484011122.7342072,26.0,38.0,25.65
1484011125.0189092,26.0,38.0,25.65
1484011127.2834554,26.0,38.0,25.65
1484011129.5699081,26.0,38.0,25.65
1484011131.837386,26.0,38.0,25.65
1484011134.1200662,26.0,38.0,25.65
1484011136.3977323,26.0,38.0,25.65
1484011138.663709,26.0,38.0,25.65
1484011140.9479728,26.0,38.0,25.65
1484011143.2185812,26.0,38.0,25.65
1484011145.4990332,26.0,38.0,25.65
1484011147.7622044,26.0,38.0,25.65
1484011150.0464444,26.0,38.0,25.65
1484011152.3153832,26.0,38.0,25.65
1484011154.597834,26.0,38.0,25.65
1484011156.8613224,26.0,38.0,25.65
1484011159.1477869,26.0,38.0,25.65
1484011161.418641,26.0,38.0,25.65
1484011163.7017612,26.0,38.0,25.65
1484011165.9695897,26.0,38.0,25.65
1484011168.2404149,26.0,38.0,25.65
1484011170.5249572,26.0,38.0,25.65
1484011172.8031247,26.0,38.0,25.65
1484011175.0678303,26.0,38.0,25.65
1484011177.3501756,26.0,38.0,25.65
1484011179.6197073,26.0,38.0,25.65
1484011181.9044356,26.0,38.0,25.65
1484011184.1786263,26.0,38.0,25.65
1484011186.4414003,26.0,38.0,25.65
1484011188.7267132,26.0,38.0,25.65
1484011190.9912214,26.0,38.0,25.65
1484011193.277677,26.0,38.0,25.65
1484011195.5490026,26.0,38.0,25.65
1484011197.8190494,26.0,38.0,25.65
1484011200.0996659,26.0,38.0,25.65
1484011202.370288,26.0,38.0,25.65
1484011204.6549332,26.0,38.0,25.65
1484011206.9230242,25.0,38.0,24.55
1484011209.2000644,25.0,38.0,24.55
1484011211.484372,25.0,38.0,24.55
1484011213.7547135,25.0,38.0,24.55
1484011216.0262415,26.0,38.0,25.65
1484011218.3045278,26.0,38.0,25.65
1484011220.5726056,25.0,38.0,24.55
1484011222.8635595,25.0,38.0,24.55
1484011225.1270413,25.0,38.0,24.55
1484011227.4075449,25.0,38.0,24.55
1484011229.678405,25.0,38.0,24.55
1484011231.9492247,25.0,38.0,24.55
1484011234.2353835,25.0,38.0,24.55
1484011236.5001612,25.0,38.0,24.55
1484011238.7834818,25.0,38.0,24.55
1484011241.0662344,25.0,38.0,24.55
1484011243.333852,25.0,38.0,24.55
1484011245.614084,25.0,38.0,24.55
